,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,figth_year,attended,fight_coutry,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,born_year_fighter1,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,born_year_fighter2
4238,George Sullivan,Niko Price,0,Welterweight,f,SUB,2,2018,10249.0, USA,17,7,0,1,"6' 0""","73""",Orthodox,3.53,39.0,2.42,57.0,1.37,20.0,38.0,0.7,68.0,1981,12,2,0,1,"6' 0""","76""",Orthodox,2.5,29.0,4.04,56.0,1.44,28.0,75.0,1.8,80.0,1989
4239,Cory Sandhagen,Austin Arnett,1,Featherweight,f,KO/TKO,2,2018,10249.0, USA,9,1,0,0,"5' 11""","70""",Switch,9.85,56.0,2.77,64.0,1.01,100.0,0.0,0.0,90.0,1992,16,5,0,0,"6' 0""","72""",Orthodox,4.35,42.0,5.93,62.0,0.56,18.0,40.0,0.3,76.190475,1991
4240,Eryk Anders,Lyoto Machida,0,Middleweight,f,DEC,5,2018,10444.0, Brazil,11,2,0,0,"6' 1""","75""",Southpaw,2.87,51.0,3.43,45.0,2.48,42.0,58.0,0.2,84.61539,1987,24,8,0,0,"6' 1""","74""",Southpaw,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,75.0,1978
4241,Valentina Shevchenko,Priscila Cachoeira,1,Women's Flyweight,f,SUB,2,2018,10444.0, Brazil,15,3,0,0,"5' 5""","67""",Southpaw,3.31,52.0,2.38,57.0,1.82,54.0,73.0,0.5,83.333336,1988,8,1,0,0,"5' 7""","65""",Orthodox,0.21,16.0,10.09,15.0,0.0,0.0,0.0,0.0,88.888885,1988
4242,Michel Prazeres,Desmond Green,1,Lightweight,f,DEC,3,2018,10444.0, Brazil,26,2,0,0,"5' 6""","67""",Orthodox,2.59,47.0,2.32,60.0,4.22,38.0,47.0,0.7,92.85714,1981,21,8,0,0,"5' 10""","73""",Southpaw,3.21,42.0,2.21,71.0,1.0,35.0,73.0,0.0,72.413795,1989
4243,Tim Johnson,Marcelo Golm,1,Heavyweight,f,DEC,3,2018,10444.0, Brazil,12,4,0,0,"6' 3""","77""",Southpaw,3.43,45.0,3.08,44.0,1.09,24.0,69.0,0.0,75.0,1985,6,2,0,0,"6' 3""","75""",Orthodox,4.26,60.0,3.92,47.0,0.47,50.0,87.0,0.5,75.0,1992
4244,Douglas Silva de Andrade,Marlon Vera,1,Bantamweight,f,DEC,3,2018,10444.0, Brazil,25,2,0,1,"5' 7""","68""",Orthodox,3.92,36.0,4.08,61.0,0.89,57.0,68.0,0.0,89.28571,1985,12,5,1,0,"5' 8""","70""",Switch,3.23,44.0,3.93,52.0,0.78,37.0,68.0,1.3,66.666664,1992
4245,Thiago Santos,Anthony Smith,1,Middleweight,f,KO/TKO,2,2018,10444.0, Brazil,19,6,0,0,"6' 0""","76""",Orthodox,4.89,50.0,2.04,62.0,0.87,37.0,65.0,0.1,76.0,1984,31,13,0,0,"6' 4""","76""",Orthodox,3.49,47.0,4.14,46.0,0.58,28.0,46.0,1.0,70.454544,1988
4246,Tim Means,Sergio Moraes,0,Welterweight,f,DEC,3,2018,10444.0, Brazil,27,10,1,1,"6' 2""","75""",Orthodox,4.71,44.0,3.22,63.0,0.66,44.0,63.0,0.2,69.23077,1984,14,4,1,0,"6' 0""","72""",Orthodox,2.61,45.0,3.26,62.0,1.14,34.0,75.0,0.6,73.68421,1982
4247,Alan Patrick,Damir Hadzovic,1,Lightweight,f,DEC,3,2018,10444.0, Brazil,15,2,0,0,"5' 11""","74""",Southpaw,1.88,43.0,2.39,45.0,3.92,40.0,66.0,0.4,88.23529,1983,12,4,0,0,"5' 9""","70""",Orthodox,2.65,45.0,2.9,65.0,0.0,0.0,31.0,0.3,75.0,1986
4248,Maia Stevenson,Polyana Viana,0,Women's Strawweight,f,SUB,1,2018,10444.0, Brazil,6,5,0,0,"5' 4""","62""",Orthodox,1.57,54.0,3.13,33.0,3.91,100.0,50.0,0.0,54.545456,1982,10,2,0,0,"5' 5""","67""",Orthodox,3.08,39.0,2.44,51.0,1.59,28.0,50.0,2.4,83.333336,1992
4249,Joe Soto,Iuri Alcantara,0,Bantamweight,f,KO/TKO,1,2018,10444.0, Brazil,18,7,0,0,"5' 6""","65""",Orthodox,3.36,41.0,5.37,67.0,0.85,21.0,70.0,1.9,72.0,1987,35,10,0,1,"5' 9""","71""",Southpaw,2.72,45.0,2.79,49.0,1.44,62.0,60.0,0.8,76.08696,1980
4250,Joseph Morales,Deiveson Figueiredo,0,Flyweight,f,KO/TKO,2,2018,10444.0, Brazil,9,2,0,0,"5' 6""","69""",Switch,1.58,37.0,1.72,60.0,0.53,50.0,23.0,2.6,81.818184,1994,15,0,0,0,"5' 5""","68""",Orthodox,2.25,54.0,1.62,54.0,2.46,53.0,50.0,3.9,100.0,1987
4251,Luke Rockhold,Yoel Romero,0,Middleweight,t,KO/TKO,3,2018,12437.0, Australia,16,4,0,0,"6' 3""","77""",Southpaw,4.29,48.0,2.32,58.0,0.71,40.0,68.0,1.2,80.0,1984,13,3,0,0,"6' 0""","73""",Southpaw,3.28,50.0,2.77,63.0,1.86,32.0,78.0,0.0,81.25,1977
4252,Curtis Blaydes,Mark Hunt,1,Heavyweight,f,DEC,3,2018,12437.0, Australia,10,1,0,1,"6' 4""","80""",Orthodox,4.2,50.0,2.26,56.0,6.82,57.0,25.0,0.0,83.333336,1991,13,13,1,1,"5' 10""","72""",Orthodox,2.89,43.0,2.84,51.0,0.53,55.0,64.0,0.2,46.42857,1974
4253,Cyril Asker,Tai Tuivasa,0,Heavyweight,f,KO/TKO,1,2018,12437.0, Australia,9,4,0,0,"6' 0""","74""",Orthodox,3.35,39.0,5.82,35.0,4.41,62.0,100.0,0.9,69.23077,1985,10,0,0,0,"6' 2""","75""",Southpaw,5.21,55.0,2.92,58.0,0.0,0.0,100.0,0.0,100.0,1993
4254,Jake Matthews,Li Jingliang,1,Welterweight,f,DEC,3,2018,12437.0, Australia,14,3,0,0,"5' 11""","73""",Orthodox,3.05,48.0,2.16,56.0,2.51,41.0,66.0,0.9,82.35294,1994,15,5,0,0,"6' 0""","71""",Orthodox,4.84,43.0,3.31,60.0,1.15,32.0,56.0,0.0,75.0,1988
4255,Saparbeg Safarov,Tyson Pedro,0,Light Heavyweight,f,SUB,1,2018,12437.0, Australia,8,2,0,0,"6' 1""","78""",Orthodox,3.81,29.0,6.1,45.0,2.54,28.0,100.0,0.0,80.0,1986,7,2,0,0,"6' 3""","79""",Orthodox,2.63,60.0,2.46,48.0,1.0,28.0,57.0,1.5,77.77778,1991
4256,Damien Brown,Dong Hyun Kim 155,0,Lightweight,f,DEC,3,2018,12437.0, Australia,17,12,0,0,"5' 10""","68""",Orthodox,3.66,38.0,4.86,50.0,0.68,27.0,53.0,0.7,58.62069,1984,16,8,3,0,"5' 11""","70""",Orthodox,3.77,45.0,4.53,53.0,1.67,60.0,33.0,0.0,59.25926,1988
4257,Rob Wilkinson,Israel Adesanya,0,Middleweight,f,KO/TKO,2,2018,12437.0, Australia,11,2,0,0,"6' 3""","80""",Orthodox,2.74,50.0,5.66,39.0,4.47,25.0,0.0,0.0,84.61539,1992,15,0,0,0,"6' 4""","80""",Switch,4.51,55.0,2.08,71.0,0.0,0.0,85.0,0.3,100.0,1989
4258,Jeremy Kennedy,Alexander Volkanovski,0,Featherweight,f,KO/TKO,2,2018,12437.0, Australia,11,1,0,0,"5' 11""","71""",Orthodox,2.22,46.0,2.58,47.0,5.73,52.0,66.0,0.0,91.666664,1992,18,1,0,0,"5' 6""","71""",Orthodox,6.09,63.0,2.55,63.0,3.87,41.0,82.0,0.7,94.73684,1988
4259,Ben Nguyen,Jussier Formiga,0,Flyweight,f,SUB,3,2018,12437.0, Australia,17,7,0,0,"5' 5""","65""",Switch,3.82,41.0,3.3,54.0,0.33,33.0,66.0,1.3,70.833336,1988,22,5,0,0,"5' 5""","67""",Orthodox,1.34,38.0,2.17,65.0,1.86,37.0,85.0,0.7,81.48148,1985
4260,Mizuto Hirota,Ross Pearson,0,Lightweight,f,DEC,3,2018,12437.0, Australia,19,9,2,0,"5' 7""","67""",Orthodox,3.66,40.0,3.7,53.0,1.55,50.0,60.0,0.0,63.333332,1981,22,15,0,1,"5' 8""","69""",Orthodox,3.67,40.0,4.04,62.0,0.75,36.0,75.0,0.0,57.894737,1984
4261,Jose Quinonez,Teruto Ishihara,1,Bantamweight,f,DEC,3,2018,12437.0, Australia,8,2,0,0,"5' 8""","69""",,3.26,44.0,2.32,68.0,2.88,50.0,57.0,1.0,80.0,1990,11,6,2,0,"5' 7""","69""",Southpaw,3.21,45.0,3.5,53.0,0.52,16.0,32.0,0.0,57.894737,1991
4262,Luke Jumeau,Daichi Abe,1,Welterweight,f,DEC,3,2018,12437.0, Australia,13,4,0,0,"5' 11""","72""",Orthodox,3.38,49.0,3.51,54.0,0.33,100.0,91.0,0.0,76.47059,1988,6,2,0,0,"5' 11""","71""",Orthodox,3.8,33.0,4.49,56.0,0.33,50.0,0.0,0.0,75.0,1991
4263,Donald Cerrone,Yancy Medeiros,1,Welterweight,f,KO/TKO,1,2018,10502.0, USA,34,11,0,1,"6' 1""","73""",Orthodox,4.09,48.0,4.02,54.0,1.28,34.0,71.0,1.4,73.91304,1983,15,5,0,1,"5' 10""","75""",Orthodox,4.39,36.0,5.22,48.0,0.15,33.0,83.0,0.6,71.42857,1987
4264,Marcin Tybura,Derrick Lewis,0,Heavyweight,f,KO/TKO,3,2018,10502.0, USA,17,4,0,0,"6' 3""","78""",Orthodox,3.6,52.0,2.99,52.0,1.61,61.0,79.0,0.1,80.95238,1985,21,6,0,1,"6' 3""","79""",Orthodox,2.76,50.0,2.3,44.0,0.49,23.0,53.0,0.0,75.0,1985
4265,Francisco Trinaldo,James Vick,0,Lightweight,f,DEC,3,2018,10502.0, USA,23,6,0,0,"5' 9""","70""",Southpaw,3.27,45.0,2.47,60.0,1.17,45.0,63.0,0.5,79.31035,1978,13,2,0,0,"6' 3""","76""",Orthodox,4.16,38.0,3.05,62.0,0.32,33.0,56.0,0.8,86.666664,1987
4266,Thiago Alves,Curtis Millender,0,Welterweight,f,KO/TKO,2,2018,10502.0, USA,27,13,0,0,"5' 9""","70""",Orthodox,3.61,40.0,3.13,64.0,0.74,68.0,63.0,0.3,67.5,1983,16,3,0,0,"6' 2""","76""",Orthodox,3.55,41.0,3.04,61.0,0.81,100.0,57.0,0.0,84.210526,1987
4267,Steven Peterson,Brandon Davis,0,Featherweight,f,DEC,3,2018,10502.0, USA,17,6,0,0,"5' 10""","70""",Orthodox,5.09,34.0,5.51,57.0,1.67,17.0,100.0,0.3,73.91304,1990,9,5,0,0,"5' 10""","72""",Orthodox,4.97,33.0,4.36,64.0,0.22,33.0,57.0,0.0,64.28571,1990
4268,Thibault Gouti,Sage Northcutt,0,Lightweight,f,DEC,3,2018,10502.0, USA,12,5,0,0,"5' 10""","72""",Orthodox,3.68,34.0,5.64,50.0,1.23,80.0,83.0,0.3,70.588234,1987,11,2,0,0,"6' 0""","71""",Orthodox,3.58,52.0,1.96,58.0,1.81,34.0,41.0,0.6,84.61539,1996
4269,Jared Gordon,Diego Ferreira,0,Lightweight,f,KO/TKO,1,2018,10502.0, USA,14,2,0,0,"5' 9""","68""",Orthodox,6.68,50.0,2.92,68.0,3.41,42.0,100.0,0.0,87.5,1988,13,2,0,0,"5' 9""","74""",Orthodox,3.86,38.0,3.08,53.0,0.35,11.0,62.0,1.0,86.666664,1985
4270,Brian Camozzi,Geoff Neal,0,Welterweight,f,SUB,1,2018,10502.0, USA,7,5,0,0,"6' 2""","78""",Orthodox,3.15,26.0,6.39,54.0,0.0,0.0,0.0,0.7,58.333332,1991,10,2,0,0,"5' 11""","75""",Southpaw,7.74,55.0,3.06,63.0,0.0,0.0,80.0,1.4,83.333336,1990
4271,Roberto Sanchez,Joby Sanchez,1,Flyweight,f,SUB,1,2018,10502.0, USA,8,2,0,0,"5' 6""","66""",Orthodox,0.96,40.0,1.78,46.0,3.61,62.0,50.0,0.7,80.0,1986,11,4,0,0,"5' 6""","68""",Orthodox,3.22,36.0,2.82,63.0,0.95,71.0,51.0,0.4,73.333336,1991
4272,Sarah Moras,Lucie Pudilova,0,Women's Bantamweight,f,DEC,3,2018,10502.0, USA,5,5,0,0,"5' 7""","67""",,1.85,37.0,3.18,44.0,0.95,22.0,38.0,0.9,50.0,1988,8,3,0,0,"5' 8""","67""",Orthodox,5.53,39.0,5.03,53.0,0.0,0.0,78.0,0.5,72.72727,1994
4273,Joshua Burkman,Alex Morono,0,Welterweight,f,SUB,1,2018,10502.0, USA,29,17,0,1,"5' 10""","72""",Orthodox,2.69,43.0,3.13,51.0,2.53,36.0,72.0,0.3,61.70213,1980,14,5,0,1,"5' 11""","72""",Orthodox,3.66,40.0,2.4,64.0,0.0,0.0,40.0,0.6,70.0,1990
4274,Tim Williams,Oskar Piechota,0,Middleweight,f,KO/TKO,1,2018,10502.0, USA,15,5,0,0,"6' 2""","76""",Orthodox,3.07,38.0,3.55,48.0,1.81,40.0,100.0,0.0,75.0,1986,11,1,1,0,"6' 0""","76""",Southpaw,3.58,57.0,2.83,58.0,1.12,50.0,25.0,2.8,84.61539,1990
4275,Jeremy Stephens,Josh Emmett,1,Featherweight,f,KO/TKO,2,2018,10124.0, USA,28,15,0,0,"5' 8""","71""",Orthodox,3.1,40.0,2.76,59.0,1.16,36.0,64.0,0.4,65.11628,1986,13,2,0,0,"5' 6""","70""",Orthodox,3.89,37.0,3.64,63.0,1.9,52.0,50.0,0.2,86.666664,1985
4276,Jessica Andrade,Tecia Torres,1,Women's Strawweight,f,DEC,3,2018,10124.0, USA,19,6,0,0,"5' 1""","62""",Orthodox,6.58,51.0,5.04,51.0,3.2,58.0,75.0,0.5,76.0,1991,10,3,0,0,"5' 1""","60""",Orthodox,4.44,48.0,3.11,65.0,0.83,17.0,42.0,0.1,76.92308,1989
4277,Ilir Latifi,Ovince Saint Preux,1,Light Heavyweight,f,SUB,1,2018,10124.0, USA,15,5,0,1,"5' 10""","73""",Orthodox,2.37,42.0,2.65,52.0,2.33,37.0,100.0,0.7,71.42857,1983,23,12,0,0,"6' 3""","80""",Southpaw,2.68,47.0,2.78,44.0,1.18,40.0,66.0,0.6,65.71429,1983
4278,Mike Perry,Max Griffin,0,Welterweight,f,DEC,3,2018,10124.0, USA,12,4,0,0,"5' 10""","71""",Orthodox,4.02,45.0,4.44,57.0,0.83,55.0,68.0,0.0,75.0,1991,14,5,0,0,"5' 11""","76""",Orthodox,3.45,43.0,3.37,54.0,0.26,25.0,57.0,0.3,73.68421,1985
4279,Brian Kelleher,Renan Barao,1,Bantamweight,f,DEC,3,2018,10124.0, USA,19,9,0,0,"5' 6""","66""",Switch,5.06,45.0,5.98,54.0,1.29,28.0,84.0,0.7,67.85714,1986,36,7,0,1,"5' 6""","70""",Orthodox,3.7,36.0,3.76,58.0,1.5,45.0,91.0,0.6,81.818184,1987
4280,Sara McMann,Marion Reneau,0,Women's Bantamweight,f,SUB,2,2018,10124.0, USA,11,5,0,0,"5' 6""","66""",Orthodox,2.37,44.0,2.06,47.0,4.67,64.0,66.0,0.5,68.75,1980,9,4,1,0,"5' 6""","68""",Orthodox,3.41,41.0,2.45,67.0,0.26,100.0,52.0,1.2,64.28571,1977
4281,Angela Hill,Maryna Moroz,1,Women's Strawweight,f,DEC,3,2018,10124.0, USA,8,5,0,0,"5' 3""","64""",Orthodox,5.79,51.0,5.39,63.0,0.42,60.0,74.0,0.0,61.53846,1985,8,3,0,0,"5' 7""","67""",Orthodox,3.15,24.0,3.79,55.0,0.2,20.0,47.0,0.6,72.72727,1991
4282,Alan Jouban,Ben Saunders,1,Welterweight,f,KO/TKO,2,2018,10124.0, USA,16,6,0,0,"6' 0""","73""",Southpaw,5.41,53.0,3.48,60.0,0.52,50.0,62.0,0.0,72.72727,1981,22,11,2,0,"6' 2""","77""",Orthodox,3.19,50.0,3.58,51.0,0.22,40.0,68.0,1.0,62.857143,1983
4283,Sam Alvey,Marcin Prachnio,1,Light Heavyweight,f,KO/TKO,1,2018,10124.0, USA,33,11,0,1,"6' 2""","75""",Southpaw,3.2,45.0,3.25,55.0,0.1,25.0,84.0,0.1,73.333336,1986,13,4,0,0,"6' 3""","74""",Orthodox,2.39,39.0,2.92,52.0,0.0,0.0,0.0,0.0,76.47059,1988
4284,Rani Yahya,Russell Doane,1,Bantamweight,f,SUB,3,2018,10124.0, USA,26,9,0,1,"5' 6""","67""",Orthodox,1.48,38.0,1.46,50.0,3.13,34.0,22.0,2.3,72.22222,1984,15,8,0,0,"5' 7""","70""",Orthodox,1.75,40.0,1.68,53.0,2.11,45.0,52.0,0.8,65.21739,1986
4285,Alex Perez,Eric Shelton,1,Flyweight,f,DEC,3,2018,10124.0, USA,21,4,0,0,"5' 6""","65""",Orthodox,5.25,46.0,3.08,61.0,3.68,43.0,100.0,2.1,84.0,1992,12,5,0,0,"5' 6""","68""",Orthodox,2.75,44.0,1.63,65.0,3.4,51.0,43.0,0.2,70.588234,1991
4286,Manny Bermudez,Albert Morales,1,Bantamweight,f,SUB,2,2018,10124.0, USA,13,0,0,0,"5' 10""","71""",Orthodox,1.76,45.0,2.7,61.0,1.76,20.0,0.0,8.8,100.0,1994,7,4,1,0,"5' 9""","72""",Orthodox,3.81,35.0,3.96,56.0,0.91,35.0,70.0,0.2,58.333332,1991
4287,Cris Cyborg,Yana Kunitskaya,1,Women's Featherweight,t,KO/TKO,1,2018,12041.0, USA,20,1,0,1,"5' 8""","68""",Orthodox,7.02,52.0,1.79,70.0,0.85,62.0,91.0,0.3,90.90909,1985,11,4,0,1,"5' 6""","68""",Orthodox,4.18,63.0,4.13,41.0,4.89,50.0,0.0,0.8,68.75,1989
4288,Frankie Edgar,Brian Ortega,0,Featherweight,f,KO/TKO,1,2018,12041.0, USA,22,6,1,0,"5' 6""","68""",Orthodox,3.59,40.0,2.22,70.0,2.47,33.0,65.0,0.4,75.86207,1981,14,0,0,1,"5' 8""","69""",Switch,3.65,32.0,5.27,56.0,0.22,14.0,58.0,1.8,93.333336,1991
4289,Sean O'Malley,Andre Soukhamthath,1,Bantamweight,f,DEC,3,2018,12041.0, USA,10,0,0,0,"5' 11""","72""",Switch,6.75,56.0,4.06,66.0,1.31,50.0,61.0,1.3,100.0,1994,13,6,0,0,"5' 9""","70""",Orthodox,3.22,45.0,3.89,54.0,1.59,63.0,75.0,0.2,68.42105,1988
4290,Andrei Arlovski,Stefan Struve,1,Heavyweight,f,DEC,3,2018,12041.0, USA,27,17,0,1,"6' 3""","77""",Orthodox,3.13,42.0,2.62,57.0,0.61,37.0,79.0,0.3,60.0,1979,32,11,0,0,"6' 11""","84""",Orthodox,3.14,45.0,3.92,47.0,0.54,50.0,54.0,1.8,74.4186,1988
4291,Cat Zingano,Ketlen Vieira,0,Women's Bantamweight,f,DEC,3,2018,12041.0, USA,10,3,0,0,"5' 6""","68""",Southpaw,2.56,61.0,1.61,46.0,2.81,65.0,42.0,0.9,76.92308,1982,10,0,0,0,"5' 8""","68""",Orthodox,2.62,36.0,3.69,56.0,2.21,57.0,92.0,0.8,100.0,1991
4292,Ashley Yoder,Mackenzie Dern,0,Women's Strawweight,f,DEC,3,2018,12041.0, USA,6,4,0,0,"5' 7""","69""",Southpaw,2.67,35.0,3.65,51.0,1.25,50.0,64.0,0.8,60.0,1987,7,0,0,0,"5' 4""","63""",Orthodox,4.87,48.0,3.32,65.0,0.86,16.0,0.0,1.7,100.0,1993
4293,Alexander Hernandez,Beneil Dariush,1,Lightweight,f,KO/TKO,1,2018,12041.0, USA,10,1,0,0,"5' 9""","72""",Orthodox,2.99,50.0,1.47,46.0,3.82,40.0,66.0,0.0,90.90909,1992,15,4,1,0,"5' 10""","72""",Southpaw,3.92,48.0,2.64,61.0,1.47,30.0,80.0,0.8,75.0,1989
4294,Pedro Munhoz,John Dodson,0,Bantamweight,f,DEC,3,2018,12041.0, USA,16,3,0,1,"5' 6""","64""",Orthodox,4.79,41.0,5.34,58.0,1.15,21.0,71.0,1.3,80.0,1986,21,10,0,0,"5' 3""","66""",Orthodox,3.38,40.0,3.41,63.0,0.71,30.0,82.0,0.0,67.741936,1984
4295,Hector Lombard,CB Dollaway,0,Middleweight,f,DQ,1,2018,12041.0, USA,34,10,1,2,"5' 9""","71""",Southpaw,3.02,46.0,3.35,53.0,1.69,48.0,77.0,0.5,72.34042,1978,18,10,0,0,"6' 2""","76""",Orthodox,2.65,47.0,2.58,54.0,3.55,54.0,62.0,1.2,64.28571,1983
4296,Zak Ottow,Mike Pyle,1,Welterweight,f,KO/TKO,1,2018,12041.0, USA,16,6,0,0,"5' 11""","72""",Orthodox,3.05,39.0,2.74,56.0,0.77,30.0,61.0,0.5,72.72727,1986,27,14,1,0,"6' 0""","74""",Orthodox,2.74,45.0,2.84,60.0,1.8,35.0,70.0,1.5,64.28571,1975
4297,Cody Stamann,Bryan Caraway,1,Bantamweight,f,DEC,3,2018,12041.0, USA,17,2,0,0,"5' 6""","64""",Orthodox,4.97,49.0,3.45,62.0,4.19,71.0,88.0,0.0,89.47369,1989,21,9,0,0,"5' 8""","68""",Orthodox,2.43,33.0,3.43,54.0,2.62,26.0,80.0,0.8,70.0,1984
4298,Adam Milstead,Jordan Johnson,0,Light Heavyweight,f,DEC,3,2018,12041.0, USA,8,2,0,1,"6' 3""","76""",Orthodox,3.9,46.0,4.1,48.0,0.0,0.0,64.0,0.0,72.72727,1987,10,0,0,0,"6' 2""","79""",Orthodox,3.45,47.0,2.64,53.0,3.25,42.0,100.0,1.2,100.0,1988
4299,Fabricio Werdum,Alexander Volkov,0,Heavyweight,f,KO/TKO,4,2018,16274.0, United Kingdom,23,8,1,0,"6' 4""","77""",Orthodox,3.61,51.0,2.45,56.0,1.65,30.0,31.0,1.1,71.875,1977,30,7,0,0,"6' 7""","80""",Orthodox,5.31,60.0,2.39,56.0,0.86,75.0,75.0,0.3,81.08108,1988
4300,Jan Blachowicz,Jimi Manuwa,1,Light Heavyweight,f,DEC,3,2018,16274.0, United Kingdom,23,7,0,0,"6' 2""","78""",Orthodox,3.64,50.0,3.01,53.0,1.59,54.0,55.0,0.4,76.666664,1983,17,4,0,0,"6' 1""","79""",Orthodox,3.34,53.0,3.74,49.0,0.58,21.0,71.0,0.4,80.95238,1980
4301,Tom Duquesnoy,Terrion Ware,1,Bantamweight,f,DEC,3,2018,16274.0, United Kingdom,16,2,0,1,"5' 7""","68""",Orthodox,3.83,45.0,5.3,62.0,0.42,25.0,46.0,0.0,84.210526,1993,17,9,0,0,"5' 8""","71""",Orthodox,4.02,32.0,6.07,50.0,0.5,22.0,44.0,0.0,65.38461,1986
4302,Leon Edwards,Peter Sobotta,1,Welterweight,f,KO/TKO,3,2018,16274.0, United Kingdom,16,3,0,0,"6' 0""","74""",Southpaw,2.38,48.0,1.99,55.0,1.26,29.0,70.0,0.5,84.210526,1991,17,6,1,0,"6' 0""","75""",Southpaw,2.17,39.0,2.89,59.0,1.76,35.0,77.0,0.6,70.833336,1987
4303,Charles Byrd,John Phillips,1,Middleweight,f,SUB,1,2018,16274.0, United Kingdom,10,5,0,0,"5' 10""","73""",Orthodox,3.92,59.0,1.59,62.0,2.58,57.0,57.0,1.9,66.666664,1983,21,7,0,1,"5' 11""","75""",Southpaw,0.0,0.0,2.77,21.0,0.0,0.0,0.0,0.0,72.413795,1985
4304,Danny Roberts,Oliver Enkamp,1,Welterweight,f,KO/TKO,1,2018,16274.0, United Kingdom,16,3,0,0,"6' 1""","74""",Southpaw,3.71,41.0,3.44,55.0,0.0,0.0,57.0,0.5,84.210526,1987,7,2,0,0,"6' 0""","77""",Switch,2.38,36.0,3.55,37.0,0.87,16.0,0.0,0.0,77.77778,1991
4305,Danny Henry,Hakeem Dawodu,1,Featherweight,f,SUB,1,2018,16274.0, United Kingdom,12,2,0,0,"6' 0""","73""",Orthodox,6.07,53.0,4.6,45.0,0.96,33.0,100.0,2.9,85.71429,1988,8,1,1,0,"5' 8""","73""",Orthodox,4.98,45.0,1.6,65.0,0.0,0.0,100.0,0.0,80.0,1991
4306,Paul Craig,Magomed Ankalaev,1,Light Heavyweight,f,SUB,3,2018,16274.0, United Kingdom,10,2,0,0,"6' 3""","76""",Orthodox,2.51,51.0,3.64,44.0,1.45,23.0,66.0,1.9,83.333336,1987,10,1,0,0,"6' 3""","75""",Orthodox,3.92,57.0,1.16,70.0,0.0,0.0,71.0,0.0,90.90909,1992
4307,Kajan Johnson,Stevie Ray,1,Lightweight,f,DEC,3,2018,16274.0, United Kingdom,23,14,1,0,"5' 11""","75""",Orthodox,2.47,42.0,1.59,64.0,1.54,37.0,62.0,0.2,60.526318,1984,22,8,0,0,"5' 10""","70""",Southpaw,3.51,45.0,2.55,55.0,0.73,55.0,55.0,0.7,73.333336,1990
4308,Mark Godbeer,Dmitry Sosnovskiy,0,Heavyweight,f,SUB,2,2018,16274.0, United Kingdom,13,4,0,0,"6' 4""","77""",Orthodox,3.97,53.0,3.3,54.0,0.0,0.0,28.0,0.0,76.47059,1983,11,0,0,0,"6' 3""","77""",Orthodox,2.95,70.0,2.53,35.0,3.16,66.0,100.0,3.2,100.0,1989
4309,Khabib Nurmagomedov,Al Iaquinta,1,Lightweight,t,DEC,5,2018,17026.0, USA,27,0,0,0,"5' 10""","70""",Orthodox,4.29,49.0,1.7,66.0,5.09,44.0,84.0,0.6,100.0,1988,13,4,1,0,"5' 9""","70""",Orthodox,4.28,40.0,4.04,62.0,0.98,28.0,77.0,0.4,72.22222,1987
4310,Joanna Jedrzejczyk,Rose Namajunas,0,Women's Strawweight,t,DEC,5,2018,17026.0, USA,15,2,0,0,"5' 6""","65""",Orthodox,6.44,47.0,2.67,66.0,0.15,66.0,82.0,0.0,88.23529,1987,9,3,0,0,"5' 5""","65""",Orthodox,3.72,41.0,3.72,60.0,2.34,59.0,45.0,0.9,75.0,1992
4311,Renato Moicano,Calvin Kattar,1,Featherweight,f,DEC,3,2018,17026.0, USA,13,1,1,0,"5' 11""","72""",Orthodox,5.71,46.0,3.45,68.0,1.27,54.0,76.0,0.4,86.666664,1989,19,3,0,0,"5' 11""","72""",Orthodox,5.03,41.0,6.66,55.0,0.67,33.0,75.0,0.0,86.36364,1988
4312,Zabit Magomedsharipov,Kyle Bochniak,1,Featherweight,f,DEC,3,2018,17026.0, USA,16,1,0,0,"6' 1""","73""",Orthodox,4.49,52.0,2.35,66.0,7.24,63.0,77.0,1.3,94.117645,1991,8,3,0,0,"5' 7""","70""",Orthodox,2.56,31.0,4.31,60.0,1.0,20.0,62.0,0.0,72.72727,1987
4313,Chris Gruetzemacher,Joe Lauzon,1,Lightweight,f,KO/TKO,2,2018,17026.0, USA,14,3,0,0,"5' 8""","68""",Orthodox,7.12,58.0,5.09,56.0,0.0,0.0,62.0,0.0,82.35294,1986,27,16,0,0,"5' 10""","71""",Orthodox,2.74,38.0,5.39,54.0,2.34,45.0,54.0,2.1,62.7907,1984
